"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Stylianos Kyriakides","0","M","Greece","00:05:41","2:29:27","1","1","1",8967,"Stylianos","Kyriakides"
"John A Kelley","0","M","Massachusetts","00:05:46","2:31:27","2","2","2",9087,"John A Kelley",""
"Gerard A Cote","0","M","Canada","00:05:58","2:36:34","3","3","3",9394,"Gerard A Cote",""
"Louis P Gregory","0","M","New York","00:06:00","2:37:23","4","4","4",9443,"Louis P Gregory",""
"Ab Morton","0","M","Canada","00:06:03","2:38:54","5","5","5",9534,"Ab","Morton"
"John Kersnason","0","M","New York","00:06:09","2:41:20","6","6","6",9680,"John","Kersnason"
"Lloyd Evans","0","M","Canada","00:06:13","2:43:02","7","7","7",9782,"Lloyd","Evans"
"Charles A Robbins Jr","0","M","New York","00:06:15","2:43:59","8","8","8",9839,"Charles A Robbins Jr",""
"Theodore J Vogel","0","M","Massachusetts","00:06:16","2:44:24","9","9","9",9864,"Theodore J Vogel",""
"Louis Young","0","M","Massachusetts","00:06:16","2:44:38","10","10","10",9878,"Louis","Young"
"Tony Madeiros","0","M","Massachusetts","00:06:23","2:47:25","11","11","11",10045,"Tony","Madeiros"
"Ellison Brown","0","M","Rhode Island","00:06:26","2:48:47","12","12","12",10127,"Ellison","Brown"
"John R Anderson","0","M","UNKNOWN","00:06:27","2:49:33","13","13","13",10173,"John R Anderson",""
"Algot Lundberg","0","M","Massachusetts","00:06:33","2:52:09","14","14","14",10329,"Algot","Lundberg"
"Louis White","0","M","New York","00:06:34","2:52:29","15","15","15",10349,"Louis","White"
"Louis Bolg","0","M","Massachusetts","00:06:40","2:55:09","16","16","16",10509,"Louis","Bolg"
"Ruben Meyer","0","M","Illinois","00:06:42","2:55:54","17","17","17",10554,"Ruben","Meyer"
"Oswald Kissoon","0","M","Canada","00:06:43","2:56:18","18","18","18",10578,"Oswald","Kissoon"
"E David Mazzeo","0","M","Maine","00:06:45","2:57:07","19","19","19",10627,"E David Mazzeo",""
"Johnny Semple","0","M","Massachusetts","00:06:46","2:57:51","20","20","20",10671,"Johnny","Semple"
"Robert McCormick","0","M","Pennsylvania","00:06:49","2:59:07","21","21","21",10747,"Robert","McCormick"
"Pat Boulton","0","M","Canada","00:06:54","3:01:15","22","22","22",10875,"Pat","Boulton"
"Ollie Manninen","0","M","Illinois","00:06:55","3:01:35","23","23","23",10895,"Ollie","Manninen"
"Walter Gervis","0","M","Rhode Island","00:06:56","3:02:08","24","24","24",10928,"Walter","Gervis"
"Charles Regan","0","M","Rhode Island","00:06:56","3:02:13","25","25","25",10933,"Charles","Regan"
"Bruno Mazzeo","0","M","Maine","00:06:57","3:02:19","26","26","26",10939,"Bruno","Mazzeo"
"Bill Memmott","0","M","Canada","00:07:03","3:05:12","27","27","27",11112,"Bill","Memmott"
"John Paul","0","M","Canada","00:07:03","3:05:15","28","28","28",11115,"John","Paul"
"Herman McCuthcheon","0","M","Maine","00:07:07","3:06:47","29","29","29",11207,"Herman","McCuthcheon"
"Lucien Jolin","0","M","Canada","00:07:10","3:08:08","30","30","30",11288,"Lucien","Jolin"
"Theodore Wood","0","M","Massachusetts","00:07:12","3:09:13","31","31","31",11353,"Theodore","Wood"
"Clarence H DeMar","0","M","Massachusetts","00:07:14","3:09:55","32","32","32",11395,"Clarence H DeMar",""
"Alton F Bradley","0","M","Massachusetts","00:07:21","3:12:45","33","33","33",11565,"Alton F Bradley",""
