"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Yoshiaki Unetani","0","M","","00:05:06","2:13:49","1","1","1",8029,"Yoshiaki","Unetani"
"Pablo Garrivo Lugo","0","M","","00:05:14","2:17:30","2","2","2",8250,"Pablo Garrivo Lugo",""
"Alfredo Penaloza","0","M","","00:05:20","2:19:56","3","3","3",8396,"Alfredo","Penaloza"
"Ron Daws","0","M","","00:05:21","2:20:23","4","4","4",8423,"Ron","Daws"
"Robert (Bob) Moore","0","M","","00:05:23","2:21:28","5","5","5",8488,"Robert (Bob) Moore",""
"Robert Deines","0","M","","00:05:26","2:22:49","6","6","6",8569,"Robert","Deines"
"Jose Garcia Gaspar","0","M","","00:05:27","2:23:16","7","7","7",8596,"Jose Garcia Gaspar",""
"Patrick McMahon","0","M","","00:05:28","2:23:24","8","8","8",8604,"Patrick","McMahon"
"Phil Hampton","0","M","","00:05:28","2:23:46","9","9","9",8626,"Phil","Hampton"
"Penti Rummakko","0","M","","00:05:30","2:24:14","10","10","10",8654,"Penti","Rummakko"
"Jeffrey K Reneau","0","M","","00:05:31","2:24:42","11","11","11",8682,"Jeffrey K Reneau",""
"Martina Ande","0","M","","00:05:36","2:26:58","12","12","12",8818,"Martina","Ande"
"Gary Muhrcke","0","M","","00:05:38","2:27:53","13","13","13",8873,"Gary","Muhrcke"
"Dimitrios Vouros","0","M","","00:05:40","2:28:40","14","14","14",8920,"Dimitrios","Vouros"
"Jim McDonagh","0","M","","00:05:41","2:29:07","15","15","15",8947,"Jim","McDonagh"
"Ambrose Burfoot","0","M","","00:05:41","2:29:07","15","15","15",8947,"Ambrose","Burfoot"
"Joe Clare","0","M","","00:05:41","2:29:16","17","17","17",8956,"Joe","Clare"
"James C Colvin","0","M","","00:05:43","2:29:58","18","18","18",8998,"James C Colvin",""
"Wayne Yetman","0","M","","00:05:44","2:30:23","19","19","19",9023,"Wayne","Yetman"
"Frank Pflaging","0","M","","00:05:44","2:30:43","20","20","20",9043,"Frank","Pflaging"
"Danny McFadzean","0","M","","00:05:45","2:30:54","21","21","21",9054,"Danny","McFadzean"
"John J Kelley","0","M","","00:05:46","2:31:36","22","22","22",9096,"John J Kelley",""
"Peter G Stipe","0","M","","00:05:47","2:31:50","23","23","23",9110,"Peter G Stipe",""
"Ronald Y Gaff","0","M","","00:05:49","2:32:42","24","24","24",9162,"Ronald Y Gaff",""
"Paul D Thompson","0","M","","00:05:50","2:33:22","25","25","25",9202,"Paul D Thompson",""
"John Kneen","0","M","","00:05:51","2:33:27","26","26","26",9207,"John","Kneen"
"Jay E Dirksen","0","M","","00:05:51","2:33:40","27","27","27",9220,"Jay E Dirksen",""
"Wayne Comeu","0","M","","00:05:52","2:33:50","28","28","28",9230,"Wayne","Comeu"
"Morris Aarbo","0","M","","00:05:52","2:33:53","29","29","29",9233,"Morris","Aarbo"
"Hichael Goerke","0","M","","00:05:52","2:34:04","30","30","30",9244,"Hichael","Goerke"
"Donald R Wallingford","0","M","","00:05:52","2:34:05","31","31","31",9245,"Donald R Wallingford",""
"Glynn L Wood","0","M","","00:05:52","2:34:08","32","32","32",9248,"Glynn L Wood",""
"Leonard A Lundmark","0","M","","00:05:54","2:34:46","33","33","33",9286,"Leonard A Lundmark",""
"Richard Ashley","0","M","","00:05:54","2:35:04","34","34","34",9304,"Richard","Ashley"
"Harry G Balthis","0","M","","00:05:58","2:36:42","35","35","35",9402,"Harry G Balthis",""
"Rafael Angel Perez Costa","0","M","","00:05:58","2:36:49","36","36","36",9409,"Rafael Angel Perez Costa",""
