"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Aurele Vandendriessche","0","M","","00:05:18","2:18:58","1","1","1",8338,"Aurele","Vandendriessche"
"John J Kelley","0","M","","00:05:22","2:21:09","2","2","2",8469,"John J Kelley",""
"Brian Kilby","0","M","","00:05:24","2:21:43","3","3","3",8503,"Brian","Kilby"
"Eino Oksanen","0","M","","00:05:25","2:22:23","4","4","4",8543,"Eino","Oksanen"
"Abebe Bikila","0","M","","00:05:31","2:24:43","5","5","5",8683,"Abebe","Bikila"
"Jessie Eblen","0","M","","00:05:37","2:27:42","6","6","6",8862,"Jessie","Eblen"
"Alexander Breckenridge","0","M","","00:05:39","2:28:28","7","7","7",8908,"Alexander","Breckenridge"
"Tenho Salakka","0","M","","00:05:41","2:29:13","8","8","8",8953,"Tenho","Salakka"
"Gar Williams","0","M","","00:05:46","2:31:19","9","9","9",9079,"Gar","Williams"
"Louis Castagnola","0","M","","00:05:48","2:32:23","10","10","10",9143,"Louis","Castagnola"
"Adolf Gruber","0","M","","00:05:52","2:34:15","11","11","11",9255,"Adolf","Gruber"
"Mano Wolde","0","M","","00:05:55","2:35:09","12","12","12",9309,"Mano","Wolde"
"Hal Higdon","0","M","","00:05:57","2:36:13","13","13","13",9373,"Hal","Higdon"
"James Green","0","M","","00:05:58","2:36:38","14","14","14",9398,"James","Green"
"Ralph E Buschman","0","M","","00:05:59","2:37:06","15","15","15",9426,"Ralph E Buschman",""
"Anthony Sapienza","0","M","","00:05:59","2:37:06","15","15","15",9426,"Anthony","Sapienza"
"Gerbl Harvey","0","M","","00:06:03","2:38:50","17","17","17",9530,"Gerbl","Harvey"
"John Garlepp","0","M","","00:06:04","2:39:05","18","18","18",9545,"John","Garlepp"
"Fred Norris","0","M","","00:06:04","2:39:27","19","19","19",9567,"Fred","Norris"
"Ted Corbitt","0","M","","00:06:04","2:39:28","20","20","20",9568,"Ted","Corbitt"
"Jack Coons","0","M","","00:06:08","2:40:49","21","21","21",9649,"Jack","Coons"
"Gary Muhrcke","0","M","","00:06:09","2:41:34","22","22","22",9694,"Gary","Muhrcke"
"Allen F Hull","0","M","","00:06:10","2:42:07","23","23","23",9727,"Allen F Hull",""
"Stnaley C Tiernan","0","M","","00:06:12","2:42:39","24","24","24",9759,"Stnaley C Tiernan",""
"Robert J Bamberger","0","M","","00:06:12","2:42:53","25","25","25",9773,"Robert J Bamberger",""
"James G O'Connell","0","M","","00:06:13","2:43:13","26","26","26",9793,"James G O'Connell",""
"William T Thompson","0","M","","00:06:14","2:43:40","27","27","27",9820,"William T Thompson",""
"Richard Packard","0","M","","00:06:14","2:43:52","28","28","28",9832,"Richard","Packard"
"James F Tierney","0","M","","00:06:16","2:44:20","29","29","29",9860,"James F Tierney",""
"Peter B Foret","0","M","","00:06:16","2:44:24","30","30","30",9864,"Peter B Foret",""
"Vincent Kern","0","M","","00:06:16","2:44:28","31","31","31",9868,"Vincent","Kern"
"James S Adams","0","M","","00:06:17","2:44:56","32","32","32",9896,"James S Adams",""
"Donald Shanahan","0","M","","00:06:19","2:45:43","33","33","33",9943,"Donald","Shanahan"
"John Kelly","0","M","","00:06:19","2:45:56","34","34","34",9956,"John","Kelly"
"Wayne E Lamothe","0","M","","00:06:20","2:46:14","35","35","35",9974,"Wayne E Lamothe",""
"Bruce K McLEod","0","M","","00:06:21","2:46:32","36","36","36",9992,"Bruce K McLEod",""
"Thomas M Durie","0","M","","00:06:21","2:46:55","37","37","37",10015,"Thomas M Durie",""
"Jerry Riordan","0","M","","00:06:25","2:48:37","38","38","38",10117,"Jerry","Riordan"
"Robert H Cummings","0","M","","00:06:27","2:49:16","39","39","39",10156,"Robert H Cummings",""
