"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"John A Kelley","0","M","Massachusetts","00:05:48","2:32:07","1","1","1",9127,"John A Kelley",""
"Pat Dengis","0","M","Maryland","00:05:52","2:34:11","2","2","2",9251,"Pat","Dengis"
"Richard Wilding","0","M","Canada","00:06:05","2:39:50","3","3","3",9590,"Richard","Wilding"
"Gordon A Norman","0","M","Massachusetts","00:06:08","2:40:57","4","4","4",9657,"Gordon A Norman",""
"Hugo Kauppinen","0","M","New York","00:06:16","2:44:33","5","5","5",9873,"Hugo","Kauppinen"
"Earle L Collins","0","M","Massachusetts","00:06:16","2:44:39","6","6","6",9879,"Earle L Collins",""
"Joseph W Plouffe","0","M","Rhode Island","00:06:17","2:44:57","7","7","7",9897,"Joseph W Plouffe",""
"Fred Ward Jr","0","M","New York","00:06:20","2:46:08","8","8","8",9968,"Fred Ward Jr",""
"Vic Callard","0","M","Canada","00:06:21","2:46:51","9","9","9",10011,"Vic","Callard"
"Andre J Brunelle","0","M","Massachusetts","00:06:23","2:47:23","10","10","10",10043,"Andre J Brunelle",""
"Jimmy Henigan","0","M","Massachusetts","00:06:26","2:48:43","11","11","11",10123,"Jimmy","Henigan"
"Cecil Hill","0","M","Massachusetts","00:06:30","2:50:52","12","12","12",10252,"Cecil","Hill"
"Ellison Brown","0","M","Rhode Island","00:06:37","2:53:35","13","13","13",10415,"Ellison","Brown"
"Frederick Bristow","0","M","Canada","00:06:40","2:54:51","14","14","14",10491,"Frederick","Bristow"
"Jim Shaw","0","M","Canada","00:06:44","2:56:44","15","15","15",10604,"Jim","Shaw"
"John Clarke","0","M","Pennsylvania","00:06:46","2:57:29","16","16","16",10649,"John","Clarke"
"George Rolland","0","M","New York","00:06:46","2:57:51","17","17","17",10671,"George","Rolland"
"Clarence DeMar","0","M","New Hampshire","00:06:48","2:58:27","18","18","18",10707,"Clarence","DeMar"
"Charles Brederson","0","M","Rhode Island","00:06:50","2:59:12","19","19","19",10752,"Charles","Brederson"
"Walter Ray","0","M","Massachusetts","00:06:52","3:00:13","20","20","20",10813,"Walter","Ray"
"Karl Koski","0","M","New York","00:07:01","3:04:21","21","21","21",11061,"Karl","Koski"
"Frank Jerry","0","M","Pennsylvania","00:07:03","3:05:17","22","22","22",11117,"Frank","Jerry"
"Bill Kennedy","0","M","Connecticut","00:07:05","3:05:49","23","23","23",11149,"Bill","Kennedy"
"Fred Mowbray","0","M","Canada","00:07:06","3:06:18","24","24","24",11178,"Fred","Mowbray"
"Ray Kimbell","0","M","","00:07:07","3:06:41","25","25","25",11201,"Ray","Kimbell"
"John Kula","0","M","Massachusetts","00:07:09","3:07:51","26","26","26",11271,"John","Kula"
"James Lewis","0","M","Massachusetts","00:07:11","3:08:38","27","27","27",11318,"James","Lewis"
"Leslie Pawson","0","M","Rhode Island","00:07:14","3:09:59","28","28","28",11399,"Leslie","Pawson"
"Sam Quellette","0","M","Maine","00:07:17","3:11:08","29","29","29",11468,"Sam","Quellette"
"Paul Casano","0","M","Massachusetts","00:07:18","3:11:37","30","30","30",11497,"Paul","Casano"
"Charles Welch","0","M","Massachusetts","00:07:23","3:13:47","31","31","31",11627,"Charles","Welch"
"Charles Marsh","0","M","Massachusetts","00:07:24","3:14:02","32","32","32",11642,"Charles","Marsh"
"Grant Hackey","0","M","Canada","00:07:24","3:14:20","33","33","33",11660,"Grant","Hackey"
"Carl Maroney","0","M","Massachusetts","00:07:26","3:14:57","34","34","34",11697,"Carl","Maroney"
"Ted Butler","0","M","Canada","00:07:26","3:15:19","35","35","35",11719,"Ted","Butler"
"Con Olson","0","M","Canada","00:07:29","3:16:17","36","36","36",11777,"Con","Olson"
"Alec Galbraith","0","M","Canada","00:07:29","3:16:18","37","37","37",11778,"Alec","Galbraith"
"Willie Cigars Enos","0","M","Massachusetts","00:07:29","3:16:29","38","38","38",11789,"Willie Cigars Enos",""
"Charles Gould","0","M","Massachusetts","00:07:32","3:17:40","39","39","39",11860,"Charles","Gould"
"Daniel Hofman","0","M","New York","00:07:34","3:18:49","40","40","40",11929,"Daniel","Hofman"
"Michael J Mansulla","0","M","Massachusetts","00:07:35","3:18:58","41","41","41",11938,"Michael J Mansulla",""
"Russell George","0","M","New York","00:07:37","3:19:59","42","42","42",11999,"Russell","George"
"Edward Weslowski","0","M","New York","00:07:38","3:20:13","43","43","43",12013,"Edward","Weslowski"
"Oliver Beaumont","0","M","Canada","00:07:42","3:22:17","44","44","44",12137,"Oliver","Beaumont"
"Louis Carcerano","0","M","Massachusetts","00:07:43","3:22:30","45","45","45",12150,"Louis","Carcerano"
"J Foxcroft Carleton","0","M","Massachusetts","00:07:45","3:23:29","46","46","46",12209,"J Foxcroft Carleton",""
"John J Maloney","0","M","Massachusetts","00:07:46","3:23:42","47","47","47",12222,"John J Maloney",""
"Archie Neilson","0","M","Massachusetts","00:07:46","3:23:49","48","48","48",12229,"Archie","Neilson"
"Stephen Democh","0","M","Connecticut","00:07:55","3:27:35","49","49","49",12455,"Stephen","Democh"
"Robert F Pinkul","0","M","Massachusetts","00:07:56","3:28:08","50","50","50",12488,"Robert F Pinkul",""
"Harry Kenselaar","0","M","Canada","00:08:01","3:30:18","51","51","51",12618,"Harry","Kenselaar"
"Paul J Martin","0","M","Massachusetts","00:08:01","3:30:18","51","51","51",12618,"Paul J Martin",""
"Anthony J Paskell","0","M","Massachusetts","00:08:03","3:31:09","53","53","53",12669,"Anthony J Paskell",""
"Clovis Bourdelais","0","M","Massachusetts","00:08:03","3:31:18","54","54","54",12678,"Clovis","Bourdelais"
"Walter H Lillyman","0","M","Massachusetts","00:08:03","3:31:24","55","55","55",12684,"Walter H Lillyman",""
"Percy Lewis","0","M","Canada","00:08:04","3:31:35","56","56","56",12695,"Percy","Lewis"
