"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Alvaro Mejia","0","M","","00:05:17","2:18:45","1","1","1",8325,"Alvaro","Mejia"
"Patrick McMahon","0","M","","00:05:17","2:18:50","2","2","2",8330,"Patrick","McMahon"
"John Halberstadt","0","M","","00:05:25","2:22:23","3","3","3",8543,"John","Halberstadt"
"John Vitale","0","M","","00:05:26","2:22:45","4","4","4",8565,"John","Vitale"
"Byron J Lowry","0","M","","00:05:27","2:23:20","5","5","5",8600,"Byron J Lowry",""
"Arthur Coolidge","0","M","","00:05:28","2:23:23","6","6","6",8603,"Arthur","Coolidge"
"William Speck","0","M","","00:05:29","2:23:54","7","7","7",8634,"William","Speck"
"Markku Salminen","0","M","","00:05:29","2:24:02","8","8","8",8642,"Markku","Salminen"
"Ron Wallingford","0","M","","00:05:32","2:25:21","9","9","9",8721,"Ron","Wallingford"
"William Clark","0","M","","00:05:34","2:26:19","10","10","10",8779,"William","Clark"
"Jeff Galloway","0","M","","00:05:35","2:26:35","11","11","11",8795,"Jeff","Galloway"
"Jack Fultz","0","M","","00:05:36","2:27:12","12","12","12",8832,"Jack","Fultz"
"Rick Bayko","0","M","","00:05:37","2:27:37","13","13","13",8857,"Rick","Bayko"
"Justin Gibbons","0","M","","00:05:38","2:28:03","14","14","14",8883,"Justin","Gibbons"
"Fred Best","0","M","","00:05:39","2:28:24","15","15","15",8904,"Fred","Best"
"Martins Ande","0","M","","00:05:39","2:28:27","16","16","16",8907,"Martins","Ande"
"Augustin Calle","0","M","","00:05:39","2:28:31","17","17","17",8911,"Augustin","Calle"
"John Lesch","0","M","","00:05:40","2:28:50","18","18","18",8930,"John","Lesch"
"Robert Kochan","0","M","","00:05:40","2:28:53","19","19","19",8933,"Robert","Kochan"
"Robert Fitts","0","M","","00:05:41","2:29:15","20","20","20",8955,"Robert","Fitts"
"Peter Stipe","0","M","","00:05:43","2:30:08","21","21","21",9008,"Peter","Stipe"
"Paul Thompson","0","M","","00:05:44","2:30:23","22","22","22",9023,"Paul","Thompson"
"Kenneth Mueller","0","M","","00:05:44","2:30:38","23","23","23",9038,"Kenneth","Mueller"
"Mario Alonso","0","M","","00:05:45","2:31:02","24","24","24",9062,"Mario","Alonso"
"Orville Atkins","0","M","","00:05:45","2:31:07","25","25","25",9067,"Orville","Atkins"
"Sidney Adams","0","M","","00:05:46","2:31:21","26","26","26",9081,"Sidney","Adams"
"Tom Ratliffe","0","M","","00:05:46","2:31:30","27","27","27",9090,"Tom","Ratliffe"
"Robert Thurson","0","M","","00:05:48","2:32:07","28","28","28",9127,"Robert","Thurson"
"John Mowatt","0","M","","00:05:48","2:32:19","29","29","29",9139,"John","Mowatt"
"John Brennand","0","M","","00:05:48","2:32:21","30","30","30",9141,"John","Brennand"
"Charles Keating","0","M","","00:05:48","2:32:27","31","31","31",9147,"Charles","Keating"
"Julio Quevecb","0","M","","00:05:49","2:32:39","32","32","32",9159,"Julio","Quevecb"
"Allieu Massaquoi","0","M","","00:05:49","2:32:55","33","33","33",9175,"Allieu","Massaquoi"
