"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"John C Lorden","0","M","","00:06:09","2:41:29","1","1","1",9689,"John C Lorden",""
"Samuel A Mellor Jr","0","M","","00:06:22","2:47:13","2","2","2",10033,"Samuel A Mellor Jr",""
"Michael Spring","0","M","","00:06:35","2:53:01","3","3","3",10381,"Michael","Spring"
"Frederick Lorz","0","M","","00:06:37","2:53:42","4","4","4",10422,"Frederick","Lorz"
"J J Donovan","0","M","","00:06:55","3:01:37","5","5","5",10897,"J J Donovan",""
"Arthur Ziegler","0","M","","00:06:56","3:01:53","6","6","6",10913,"Arthur","Ziegler"
"Edward Fay","0","M","","00:07:02","3:04:50","7","7","7",11090,"Edward","Fay"
"John S Hunt","0","M","","00:07:07","3:06:40","8","8","8",11200,"John S Hunt",""
"John Leadbetter","0","M","","00:07:10","3:08:14","9","9","9",11294,"John","Leadbetter"
"John P Coakley","0","M","","00:07:16","3:10:47","10","10","10",11447,"John P Coakley",""
