"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Gerard A Cote","0","M","Canada","00:05:47","2:31:50","1","1","1",9110,"Gerard A Cote",""
"John A Kelley","0","M","Massachusetts","00:05:47","2:32:03","2","2","2",9123,"John A Kelley",""
"Charles Robbins Jr","0","M","New York","00:06:02","2:38:31","3","3","3",9511,"Charles Robbins Jr",""
"William Wicklund","0","M","New York","00:06:10","2:41:45","4","4","4",9705,"William","Wicklund"
"Lloyd Evans","0","M","Canada","00:06:13","2:43:20","5","5","5",9800,"Lloyd","Evans"
"Don Heinicke","0","M","Maryland","00:06:24","2:47:52","6","6","6",10072,"Don","Heinicke"
"Bruno Mazzeo","0","M","Maine","00:06:26","2:49:06","7","7","7",10146,"Bruno","Mazzeo"
"Louis Young","0","M","Massachusetts","00:06:27","2:49:18","8","8","8",10158,"Louis","Young"
"John D (Jock) Semple","0","M","Massachusetts","00:06:32","2:51:34","9","9","9",10294,"John D (Jock) Semple",""
"Clayton Farrar","0","M","New York","00:06:39","2:54:40","10","10","10",10480,"Clayton","Farrar"
"Norman Bright","0","M","Maine","00:06:51","2:59:38","11","11","11",10778,"Norman","Bright"
"Bob McCormick","0","M","Pennsylvania","00:06:52","3:00:21","12","12","12",10821,"Bob","McCormick"
"John Kernason","0","M","New York","00:06:53","3:00:37","13","13","13",10837,"John","Kernason"
"James McKissock","0","M","Pennsylvania","00:06:53","3:00:54","14","14","14",10854,"James","McKissock"
"Ted Vogel","0","M","New York","00:07:00","3:03:36","15","15","15",11016,"Ted","Vogel"
"Carl Maroney","0","M","Massachusetts","00:07:10","3:08:09","16","16","16",11289,"Carl","Maroney"
"Mike O'Hara","0","M","New York","00:07:14","3:09:49","17","17","17",11389,"Mike","O'Hara"
"Jack Kashishian","0","M","Pennsylvania","00:07:16","3:10:42","18","18","18",11442,"Jack","Kashishian"
"Don Osborne","0","M","Massachusetts","00:07:26","3:15:10","19","19","19",11710,"Don","Osborne"
"Louis Bolg","0","M","New York","00:07:33","3:18:02","20","20","20",11882,"Louis","Bolg"
"Fred Gerry","0","M","Mississippi","00:07:33","3:18:13","21","21","21",11893,"Fred","Gerry"
"Harris Ross","0","M","Massachusetts","00:07:36","3:19:32","22","22","22",11972,"Harris","Ross"
"Fred Brown Sr","0","M","Massachusetts","00:07:38","3:20:14","23","23","23",12014,"Fred Brown Sr",""
"Carmon Phillips","0","M","New York","00:07:43","3:22:40","24","24","24",12160,"Carmon","Phillips"
"George Caldwell","0","M","Massachusetts","00:07:48","3:24:32","25","25","25",12272,"George","Caldwell"
"George Casper","0","M","Pennsylvania","00:07:52","3:26:18","26","26","26",12378,"George","Casper"
"Leo Giard","0","M","Massachusetts","00:07:56","3:28:10","27","27","27",12490,"Leo","Giard"
"Harry Murphy","0","M","New York","00:08:03","3:31:23","28","28","28",12683,"Harry","Murphy"
"Milton Craig","0","M","New York","00:08:17","3:37:24","29","29","29",13044,"Milton","Craig"
"John Ingemi","0","M","Massachusetts","00:08:18","3:37:52","30","30","30",13072,"John","Ingemi"
"Alabama Lundberg","0","M","Pennsylvania","00:08:24","3:40:21","31","31","31",13221,"Alabama","Lundberg"
"Art Batchelder","0","M","Massachusetts","00:08:28","3:42:13","32","32","32",13333,"Art","Batchelder"
"Ruben Meyer","0","M","Louisiana","00:08:43","3:48:47","33","33","33",13727,"Ruben","Meyer"
