"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Cosmas Ndeti","0","M","","00:04:56","2:09:33","1","1","1",7773,"Cosmas","Ndeti"
"Kim Jae-Yong","0","M","","00:04:56","2:09:43","2","2","2",7783,"Kim","Jae-Yong"
"Lucketz Swartbooi","0","M","","00:04:57","2:09:57","3","3","3",7797,"Lucketz","Swartbooi"
"Hiromi Taniguchi","0","M","","00:04:59","2:11:02","4","4","4",7862,"Hiromi","Taniguchi"
"Sammy Lelei","0","M","","00:05:02","2:12:12","5","5","5",7932,"Sammy","Lelei"
"Mark Plaatjes","0","M","","00:05:03","2:12:39","6","6","6",7959,"Mark","Plaatjes"
"Boniface Merande","0","M","","00:05:03","2:12:50","7","7","7",7970,"Boniface","Merande"
"Severino Bernadini","0","M","","00:05:04","2:12:56","8","8","8",7976,"Severino","Bernadini"
"Keith Brantly","0","M","","00:05:04","2:12:58","9","9","9",7978,"Keith","Brantly"
"Carlos Tarazona","0","M","","00:05:05","2:13:37","10","10","10",8017,"Carlos","Tarazona"
"Sammy Nyangincha","0","M","","00:05:07","2:14:23","11","11","11",8063,"Sammy","Nyangincha"
"Andy Ronan","0","M","","00:05:08","2:14:58","12","12","12",8098,"Andy","Ronan"
"Andres Espinosa","0","M","","00:05:09","2:15:12","13","13","13",8112,"Andres","Espinosa"
"Xolile Yawa","0","M","","00:05:09","2:15:28","14","14","14",8128,"Xolile","Yawa"
"Steve Jones","0","M","","00:05:10","2:15:30","15","15","15",8130,"Steve","Jones"
"Juan Francisco Romera","0","M","","00:05:10","2:15:48","16","16","16",8148,"Juan Francisco Romera",""
"David Mungai","0","M","","00:05:13","2:17:12","17","17","17",8232,"David","Mungai"
"Mike Lyon","0","M","","00:05:14","2:17:14","18","18","18",8234,"Mike","Lyon"
"Toshihiro Shibutani","0","M","","00:05:14","2:17:37","19","19","19",8257,"Toshihiro","Shibutani"
"Jean-Michel Charbonnel","0","M","","00:05:15","2:17:44","20","20","20",8264,"Jean-Michel","Charbonnel"
"Bedaso Turbe","0","M","","00:05:15","2:17:56","21","21","21",8276,"Bedaso","Turbe"
"Lameck Aguta","0","M","","00:05:15","2:18:05","22","22","22",8285,"Lameck","Aguta"
"Juma Ikangaa","0","M","","00:05:16","2:18:06","23","23","23",8286,"Juma","Ikangaa"
"David Tsebe","0","M","","00:05:16","2:18:15","24","24","24",8295,"David","Tsebe"
"Joseph Nzau","0","M","","00:05:21","2:20:33","26","25","25",8433,"Joseph","Nzau"
"Michael Scout","0","M","","00:05:22","2:20:57","27","26","26",8457,"Michael","Scout"
"Juan Carlos Montero","0","M","","00:05:23","2:21:13","28","27","27",8473,"Juan Carlos Montero",""
"Luis Lopez","0","M","","00:05:23","2:21:33","29","28","28",8493,"Luis","Lopez"
