"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Clarence H DeMar","0","M","Massachusetts","00:06:06","2:40:22","1","1","1",9622,"Clarence H DeMar",""
"Karl Koski","0","M","New York","00:06:16","2:44:41","2","2","2",9881,"Karl","Koski"
"William J (Bill) Kennedy","0","M","New York","00:06:33","2:51:58","3","3","3",10318,"William J (Bill) Kennedy",""
"Clifford Bricker","0","M","Canada","00:06:53","3:00:54","4","4","4",10854,"Clifford","Bricker"
"Carl W A Linder","0","M","Massachusetts","00:06:57","3:02:21","5","5","5",10941,"Carl W A Linder",""
"Edouard Fabre","0","M","Canada","00:07:06","3:06:12","6","6","6",11172,"Edouard","Fabre"
"Harvey Frick","0","M","New York","00:07:08","3:07:10","7","7","7",11230,"Harvey","Frick"
"Thomas Bury","0","M","Massachusetts","00:07:20","3:12:33","8","8","8",11553,"Thomas","Bury"
"Frank DiMaggio","0","M","Massachusetts","00:07:26","3:14:57","9","9","9",11697,"Frank","DiMaggio"
"George Duncan","0","M","Massachusetts","00:07:32","3:17:46","10","10","10",11866,"George","Duncan"
"Billy Reynolds","0","M","Canada","00:07:40","3:21:20","11","11","11",12080,"Billy","Reynolds"
"W Agee","0","M","Maryland","00:07:52","3:26:30","12","12","12",12390,"W","Agee"
"Albert Michelsen","0","M","New York","00:07:52","3:26:30","12","12","12",12390,"Albert","Michelsen"
"Francis E McCone","0","M","Massachusetts","00:08:07","3:33:07","14","14","14",12787,"Francis E McCone",""
"George Bird","0","M","Canada","00:08:13","3:35:40","15","15","15",12940,"George","Bird"
"Elmer W Ferson","0","M","Massachusetts","00:08:14","3:36:02","16","16","16",12962,"Elmer W Ferson",""
"Benjamin Bern","0","M","Massachusetts","00:08:22","3:39:45","17","17","17",13185,"Benjamin","Bern"
"John Bracken","0","M","","00:08:25","3:41:01","18","18","18",13261,"John","Bracken"
"Emery Feher","0","M","New York","00:08:25","3:41:06","19","19","19",13266,"Emery","Feher"
"Henry R Benoit","0","M","Canada","00:08:32","3:43:54","20","20","20",13434,"Henry R Benoit",""
"Harold J Bauer","0","M","Ohio","00:08:35","3:45:08","21","21","21",13508,"Harold J Bauer",""
"Raymond J Lareau","0","M","Massachusetts","00:08:36","3:45:45","22","22","22",13545,"Raymond J Lareau",""
"Clovis Bourdelais","0","M","Massachusetts","00:08:40","3:47:32","23","23","23",13652,"Clovis","Bourdelais"
"David Fagerlund","0","M","New York","00:08:45","3:49:42","24","24","24",13782,"David","Fagerlund"
"Thomas B Smith","0","M","Massachusetts","00:08:46","3:49:52","25","25","25",13792,"Thomas B Smith",""
"John A Federsen","0","M","New York","00:08:46","3:50:05","26","26","26",13805,"John A Federsen",""
"Carl Willberg","0","M","New York","00:08:48","3:51:01","27","27","27",13861,"Carl","Willberg"
"Thomas Barry","0","M","Massachusetts","00:08:52","3:52:46","28","28","28",13966,"Thomas","Barry"
"Thomas J Walsh","0","M","Massachusetts","00:08:56","3:54:37","29","29","29",14077,"Thomas J Walsh",""
"Raymond D Karr","0","M","Massachusetts","00:08:57","3:54:43","30","30","30",14083,"Raymond D Karr",""
"Henry Kanto","0","M","New Hampshire","00:08:57","3:54:54","31","31","31",14094,"Henry","Kanto"
"Matt Saarl","0","M","Massachusetts","00:08:59","3:55:57","32","32","32",14157,"Matt","Saarl"
"Chris J Fitzgerald","0","M","Massachusetts","00:09:00","3:56:18","33","33","33",14178,"Chris J Fitzgerald",""
"G P McKay","0","M","Canada","00:09:07","3:59:25","34","34","34",14365,"G P McKay",""
"Allen H Goodman","0","M","Massachusetts","00:09:09","3:59:59","35","35","35",14399,"Allen H Goodman",""
